entry_id,idprod,date,min_price,avg_price
2983,17,2020-03-02,1799.9,2480.022
2984,17,2020-03-03,1799.9,2480.022
2985,17,2020-03-04,1799.9,2480.147
2986,17,2020-03-05,1799.9,2479.947
2987,17,2020-03-06,1799.9,2479.8489999999997
2988,17,2020-03-07,1799.9,2480.1490000000003
2989,17,2020-03-10,1799.9,2480.7490000000003
2990,17,2020-03-11,1799.9,2481.096
2991,17,2020-03-12,1799.9,2481.023
2992,17,2020-03-14,1799.9,2480.8810000000003
2993,17,2020-03-16,1799.9,2480.9800000000005
2994,17,2020-03-17,1749,2406.557
2995,17,2020-03-18,1749,2407.557
2996,17,2020-03-19,1749,2409.493
2997,17,2020-03-20,1799.9,2499.493
2998,17,2020-03-21,1799.9,2500.557
2999,17,2020-03-26,1799.9,2499.957
3000,17,2020-03-27,1799.9,2499.857
3001,17,2020-03-28,1749,2409.757
3002,17,2020-03-29,1749,2377.686
3003,17,2020-03-30,1749,2377.5860000000002
3004,17,2020-03-31,1749,2377.486
3005,17,2020-04-01,1749,2376.936
3006,17,2020-04-02,1749,2376.8360000000002
3007,17,2020-04-03,1649.99,2366.564
3008,17,2020-04-04,1649.99,2366.6639999999998
3009,17,2020-04-05,1649.99,2366.3450000000003
3010,17,2020-04-07,1649.99,2366.645
3011,17,2020-04-08,1799.9,2521.511
3012,17,2020-04-09,1799.9,2522.557
3013,17,2020-04-10,1799.9,2521.403
3014,17,2020-04-12,1749.99,2376.502
3015,17,2020-04-13,1749.99,2345.5970000000007
3016,17,2020-04-14,1749.99,2346.697
3017,17,2020-04-15,1799.9,2491.898
3018,17,2020-04-17,1799.9,2491.9649999999997
3019,17,2020-04-19,1799.9,2492.457
3020,17,2020-04-22,1799.9,2492.357
3021,17,2020-04-23,1799.9,2492.5919999999996
3022,17,2020-04-24,1799.9,2492.8509999999997
3023,17,2020-04-25,1799.9,2492.9890000000005
3024,17,2020-04-27,1799.9,2492.889
3025,17,2020-04-28,1799.9,2428.0800000000004
3026,17,2020-04-29,1799.9,2428.2799999999997
3027,17,2020-04-30,1799.9,2428.384
3028,17,2020-05-01,1799.9,2428.337
3029,17,2020-05-03,1799.9,2428.237
3030,17,2020-05-04,1799.9,2428.1369999999997
3031,17,2020-05-05,1799.9,2428.019
3032,17,2020-05-06,1799.9,2427.1189999999997
3033,17,2020-05-07,1799.9,2426.773
3034,17,2020-05-08,1799.9,2426.417
3035,17,2020-05-09,1799.9,2426.317
3036,17,2020-05-12,1799.9,2426.603
3037,17,2020-05-14,1799.9,2427.076
3038,17,2020-05-15,1799.9,2427.3759999999997
3039,17,2020-05-16,1799.9,2427.825
3040,17,2020-05-19,1799.9,2427.886
3041,17,2020-05-20,1799.9,2427.994
3042,17,2020-05-21,1799.9,2428.007
3043,17,2020-05-22,1799.9,2429.457
3044,17,2020-05-23,1799.9,2428.2149999999997
3045,17,2020-05-25,1799.9,2408.1150000000002
3046,17,2020-05-26,1799.9,2408.1240000000003
3047,17,2020-05-27,1799.9,2408.112
3048,17,2020-05-28,1799.9,2408.293
3049,17,2020-05-29,1799.9,2408.367
3050,17,2020-05-30,1799.9,2408.419
3051,17,2020-06-03,1799.9,2408.319
3052,17,2020-06-04,1799.9,2408.019
3053,17,2020-06-05,1799.9,2407.92
3054,17,2020-06-10,1799.9,2407.699
3055,17,2020-06-11,1799.9,2407.4300000000003
3056,17,2020-06-12,1799.9,2407.361
3057,17,2020-06-13,1799.9,2397.448
3058,17,2020-06-14,1799.9,2397.348
3059,17,2020-06-16,1799.9,2387.248
3060,17,2020-06-17,1799.9,2387.257
3061,17,2020-06-19,1799.9,2452.257
